review,aspect,category
The only problem is that the manager is a complete incompetent.,manager,SERVICE#GENERAL:negative
He offers subpar service and has no personality.,service,SERVICE#GENERAL:negative
"In fact, it appears he is going to go postal at any moment.",NULL,SERVICE#GENERAL:negative
There is no excuse for such lousy service!,service,SERVICE#GENERAL:negative
I have never before eaten 40 pieces of relatively good nigiri.,nigiri,FOOD#QUALITY:neutral
You can do it here.,NULL,FOOD#STYLE_OPTIONS:positive
$20 for all you can eat sushi cannot be beaten.,all you can eat sushi,FOOD#PRICES:positive
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",Areo,RESTAURANT#GENERAL:positive
"Most of the servers are very attentive, friendly and quite attractive.",servers,SERVICE#GENERAL:positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,AMBIENCE#GENERAL:positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,SERVICE#GENERAL:positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,FOOD#QUALITY:positive
Me and my girls will definitely go back.,NULL,RESTAURANT#GENERAL:positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,Food,FOOD#QUALITY:positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view of the new york city skiline,LOCATION#GENERAL:positive
I would highly recommand requesting a table by the window.,NULL,LOCATION#GENERAL:positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,SERVICE#GENERAL:positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,place,AMBIENCE#GENERAL:positive
The food is great.,food,FOOD#QUALITY:positive
Personal pans are the perfect size for those hungry nights.,Personal pans,FOOD#STYLE_OPTIONS:positive
I heartily recommend.,NULL,RESTAURANT#GENERAL:positive
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,SERVICE#GENERAL:negative
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,delivery guys,SERVICE#GENERAL:negative
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",scene,AMBIENCE#GENERAL:positive
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",place,AMBIENCE#GENERAL:positive
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",location,LOCATION#GENERAL:positive
The pizza was pretty good and huge.,pizza,FOOD#QUALITY:positive
The pizza was pretty good and huge.,pizza,FOOD#STYLE_OPTIONS:positive
The price very reasonable.,NULL,RESTAURANT#PRICES:positive
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,penne a la vodka,FOOD#STYLE_OPTIONS:positive
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,NULL,FOOD#QUALITY:negative
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,FOOD#QUALITY:negative
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",pasta penne,FOOD#STYLE_OPTIONS:negative
"La Rosa waltzes in, and I think they are doing it the best.",La Rosa,FOOD#QUALITY:positive
"Interesting selection, good wines, service fine, fun decor.",wines,DRINKS#QUALITY:positive
"Interesting selection, good wines, service fine, fun decor.",service,SERVICE#GENERAL:positive
"Interesting selection, good wines, service fine, fun decor.",decor,AMBIENCE#GENERAL:positive
"Interesting selection, good wines, service fine, fun decor.",selection,FOOD#STYLE_OPTIONS:positive
I love it.,NULL,RESTAURANT#GENERAL:positive
I plan on stopping by next week as well.,NULL,RESTAURANT#GENERAL:positive
"I found it on a cold night, the perfect spot to warm up.",spot,RESTAURANT#MISCELLANEOUS:positive
I recieved prompt service with a smile.,service,SERVICE#GENERAL:positive
"To me it exemplifies Soho, cute, artsy, interesting.",NULL,AMBIENCE#GENERAL:positive
Definately check it out!!!,NULL,RESTAURANT#GENERAL:positive
This place blew me away...by far my new favorite restaurant on the uppereast side.,place,RESTAURANT#GENERAL:positive
The wine list is extensive and impressive.,wine list,DRINKS#STYLE_OPTIONS:positive
LOVE the atmosphere - felt like I was in Paris.,atmosphere,AMBIENCE#GENERAL:positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,mussels,FOOD#QUALITY:positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,dessert,FOOD#QUALITY:positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,NULL,RESTAURANT#GENERAL:positive
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,SERVICE#GENERAL:positive
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,staff,SERVICE#GENERAL:positive
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",Vittorio,SERVICE#GENERAL:positive
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",crew,SERVICE#GENERAL:positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Dining Garden,AMBIENCE#GENERAL:positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Jazz Bar,AMBIENCE#GENERAL:positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Thin Crust Pizzas,FOOD#QUALITY:positive
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",Lasagna Menu,FOOD#QUALITY:positive
I lOVE THIS PLACE!,PLACE,RESTAURANT#GENERAL:positive
Keep up the good work guys!,NULL,RESTAURANT#GENERAL:positive
I have to say I have never had a disapointing meal here.,meal,FOOD#QUALITY:positive
We could have made a meal of the yummy dumplings from the dumpling menu.,dumplings,FOOD#QUALITY:positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,FOOD#QUALITY:positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Sea Bass,FOOD#QUALITY:positive
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,FOOD#QUALITY:positive
Love Al Di La,Al Di La,RESTAURANT#GENERAL:positive
I recommend this place to everyone.,place,RESTAURANT#GENERAL:positive
Great food.,food,FOOD#QUALITY:positive
One of my favorite places in Brooklyn. ,NULL,RESTAURANT#GENERAL:positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",pastas,FOOD#QUALITY:positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",risottos,FOOD#QUALITY:positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",sepia,FOOD#QUALITY:positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",braised rabbit,FOOD#QUALITY:positive
Overpriced and not tasty ,NULL,FOOD#PRICES:negative
Overpriced and not tasty ,NULL,FOOD#QUALITY:negative
The food here was mediocre at best. ,food,FOOD#QUALITY:negative
It was totally overpriced- fish and chips was about $15.... ,NULL,FOOD#PRICES:negative
It was totally overpriced- fish and chips was about $15.... ,fish and chips,FOOD#PRICES:negative
Tasty Dog!,Dog,FOOD#QUALITY:positive
"An awesome organic dog, and a conscious eco friendly establishment.",dog,FOOD#QUALITY:positive
"An awesome organic dog, and a conscious eco friendly establishment.",establishment,RESTAURANT#MISCELLANEOUS:positive
One of the best hot dogs I have ever eaten.,NULL,FOOD#QUALITY:positive
Can't wait to go back.,NULL,RESTAURANT#GENERAL:positive
The Cypriot restaurant has a lot going for it.,Cypriot restaurant,RESTAURANT#GENERAL:positive
But the best pork souvlaki I ever had is the main thing.,pork souvlaki,FOOD#QUALITY:positive
Run don't walk.,NULL,RESTAURANT#GENERAL:positive
Super YUMMY Pizza!,Pizza,FOOD#QUALITY:positive
I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,restaurant,AMBIENCE#GENERAL:positive
"I LOOOVE their eggplant pizza, as well as their pastas!",eggplant pizza,FOOD#QUALITY:positive
"I LOOOVE their eggplant pizza, as well as their pastas!",pastas,FOOD#QUALITY:positive
"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",half/half pizza,FOOD#STYLE_OPTIONS:positive
"We had fun eating in there, we were there like around 3 a.m. in the morning!",NULL,RESTAURANT#GENERAL:positive
"Will comeback for sure, wish they have it here in LA..",NULL,RESTAURANT#GENERAL:positive
"Excellent food, although the interior could use some help.",food,FOOD#QUALITY:positive
"Excellent food, although the interior could use some help.",interior,AMBIENCE#GENERAL:negative
"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",space,AMBIENCE#GENERAL:negative
"I paid just about $60 for a good meal, though :)",meal,FOOD#QUALITY:positive
"I paid just about $60 for a good meal, though :)",meal,FOOD#PRICES:positive
Great sake!,sake,DRINKS#QUALITY:positive
"Reliable, Fresh Sushi",Sushi,FOOD#QUALITY:positive
The sashimi is always fresh and the rolls are innovative and delicious.,sashimi,FOOD#QUALITY:positive
The sashimi is always fresh and the rolls are innovative and delicious.,rolls,FOOD#STYLE_OPTIONS:positive
The sashimi is always fresh and the rolls are innovative and delicious.,rolls,FOOD#QUALITY:positive
Have never had a problem with service save a missing rice once.,service,SERVICE#GENERAL:positive
Delivery can be spot on or lacking depending on the weather and the day of the week.,Delivery,SERVICE#GENERAL:negative
Delivery guy sometimes get upset if you don't tip more than 10%.,Delivery guy,SERVICE#GENERAL:negative
Best. Sushi. Ever.,Sushi,FOOD#QUALITY:positive
This place has ruined me for neighborhood sushi.,sushi,FOOD#QUALITY:positive
"Creative, consistent, fresh.",NULL,FOOD#QUALITY:positive
"Creative, consistent, fresh.",NULL,FOOD#STYLE_OPTIONS:positive
"Excellent sashimi, and the millennium roll is beyond delicious.",sashimi,FOOD#QUALITY:positive
"Excellent sashimi, and the millennium roll is beyond delicious.",millennium roll,FOOD#QUALITY:positive
